label,text
Cervical spondylosis,"I have been struggling with intense back pain, a chronic cough, and weakness in my arms and legs. My neck is sore and I have had problems with dizziness and loss of balance."
Chicken pox,"I've had a high fever for the past few days. 1 don't acknowledge what's do it. Also, i noticed rashes on my skin and it's firmly for me to resist scratching."
Chicken pox,There are small red spots all over my body that I can't explain. It's worrying me. I feel extremely tired and experience a mild fever every night.
Pneumonia,"I've been feeling real lousy, with a high temperature, shortness of breath, sweating, chills, and extreme weariness. My heart live beating, and I've been coughing improving adenine lot of brown phlegm."
Bronchial Asthma,"Hey, I've had a dry cough, breathing difficulties, as well as a high fever. a lot of mucous is being produced, and I feel incredibly weak and tired."""
peptic ulcer disease,I unwittingly lose burthen and have a unvoiced sentence gain_ground it back. i use antacids to get rid of the pain_in_the_ass and soreness I experience. It smart so much in my mouth.
Varicose Veins,"The tegument close_to the veins on my legs is juiceless and flaky, causing discomfort and irritation. single represent likewise starting to get frequent cramps."
Arthritis,I've been tactile_sensation really weak in my musculus and my neck has exist really stiff. My joints have been swelling up and I've cost having a lot of stiffness when I movement around. It's also been really afflictive to walk.
Acne,Lately I've been receive a skin rash with a lot of pus-filled pimples and blackheads. My shinny has also been scurring a lot.
Jaundice,I've been experiencing terrible itching and nausea. I've lost weighting and am besides genuinely exhausted. My bark has become yellow and ace give angstrom severe temperature. I have dark water and stomach ache.
Typhoid,"I have been feeling really fatigued and weak, and I can't seem to get rid of it. I have a mild fever and a strange pain in my abdominal area. I can't understand what is happening."
Hypoglycemia,"Severe hypoglycaemia can lead to seizures, loss of consciousness, and, if left untreated, can be life-threatening."
Migraine,"I have been struggling with acid reflux, indigestion, and headaches, as well as glaze_over and distorted vision, unreasonable hunger, a sore neck, depression, irritability, and visual disturbance. These symptoms have been causing me a caboodle of problem and defecate it difficult to contract and function normally."
allergy,"My nose runs and I sneeze a lot. My eyes are wet and hurt, and I cough all the time. My head aches constantly."
Chicken pox,I have swollen red lymph nodes on my arms and legs that itch when I touch them. I'm also suffering from a terrible headache and a mild fever. I don't feel like eating anything and have lost my appetite.
peptic ulcer disease,I inadvertently lose weight and have a hard time gaining it back. I use antacids to get rid of the pain and discomfort I experience. It aches so much in my mouth.
allergy,"I have trouble breathing and easily get out of breath. My face and torso are swollen, my eyes hurt, and I have a dry, hacking cough."
Hypertension,"I have been feeling fine all day, but suddenly developed a headache, chest pain, and dizziness while out for a run. It's been hard for me to maintain my balance since then"
Bronchial Asthma,"doctor, i have been having high fever since past few days , saliva also became thick , dry cough , weakness also seen"
Chicken pox,"My skin rash is giving me a lot of pain and discomfort. It's red and swollen, and it's spreading throughout my body."
Fungal infection,"All over my body, there has been a severe itching that has been followed by a red, bumpy rash. My skin also has a few darkened spots and a few tiny, nodular breakouts. It has been happening for several days and is becoming worse."
drug reaction,I have difficulty in maintianing concentration and very low mental clarity. I often forget things and in general have difficulty remembering things
peptic ulcer disease,"I occasionally accept cauterise in my amphetamine abdomen throughout the day or atomic_number_85 night. I regularly get severe heartburn, indigestion, and nausea."
drug reaction,"My monthly cycle has changed, and I've had an unexpected vaginal discharge. I frequently experience mood swings and experience occasional agitation."
urinary tract infection,My urine smells strongly and seems cloudy. I've had fevers and frequent overnight urination need ever since these symptom began.
Hepatitis B,Some individuals may also experience flu-like symptoms such as fever and muscle aches
Psoriasis,"I have noticed that my skin has become more sensitive than it used to be. There is a silver like dusting on my skin, especially on my back and elbows."
Hyperthyroidism,"hyperthyroidism come_about when the thyroid secretory_organ bring_on too a_lot thyroid_gland hormone, star to an overactive metabolism."
Arthritis,"Recently, the muscles in my neck have become tight and weak. It's difficult for me to run now since my joints are older without getting tight. The act of walking has also been quite unpleasant."
Hypertension,"My coordination has been off, and I've been experiencing a headache, chest pain, and dizziness. Additionally, I've had trouble concentrating and focusing."
allergy,"unity get breathing issues and wheezing, which are asthma symptoms. I regularly have fevers and headaches. I'm invariably worn out."
gastroesophageal reflux disease,"one periodically find it ambitious to swallow food due to the tingling in my throat, bad breath, and tough taste in my mouth."
Impetigo,"I've had rashes on my face. I'm development footling sore around my nose, and a yellow slime is oftentimes oozing from them. The wound hold suit evening more painful."
allergy,I have itchy and red skin. Sometimes these result in flaking. My face and lips puff up and causes a lot of inconvinience. I get watery eyes sometimes and headches when the puffing gets severe
Cervical spondylosis,"I've had back pain, a persistent cough, and weakness in my arms and legs. My neck hurts, and I've been feeling off-balance and woozy."
